-0.03890361	-0.012231453	-0.15032715	0.16189395	0.014287024	-0.05195558	-0.029563865	-0.06876528	0.022726176	-0.15290733	0.008210463	0.019201694	0.0016718582	-0.011485773	-0.06338001	-0.0770706
-0.019916825	-0.021640502	-0.17696497	0.17892684	0.041040514	0.05060481	-0.05040433	-0.012575876	-0.029705735	-0.16800725	0.07754992	0.015314535	-0.024766553	-0.02144318	-0.024933893	-0.10550865
-0.026321135	-0.027817905	-0.094387464	0.1467202	0.038067047	0.03979997	-0.06892098	-0.08041213	0.018509397	-0.12817897	0.119657144	-0.015877534	0.05773124	-0.015507558	-0.069137424	-0.051879212
-0.009944538	0.016400304	-0.09762914	0.07504756	0.029001927	-0.02960547	-0.057888586	-0.011446386	0.03070965	-0.12213991	0.048430774	0.0335528	0.05018268	-0.011855794	-0.03932152	-0.032885734
-0.031728975	-0.042490028	-0.118885204	0.119445935	0.06250883	0.039037473	-0.028617017	-0.048905365	0.038523503	-0.20574968	-0.03665144	0.031179762	0.009257824	-0.04759014	-0.04687273	-0.02368755
-0.04345295	0.027407344	-0.15298805	0.18537702	0.04261463	0.03070634	-0.084333204	0.036853034	-0.0020742076	-0.17151779	0.01647679	0.03919362	-0.048949957	-0.0001739855	-0.055231094	-0.032896087
0.026179424	0.009564143	-0.18786678	0.0835676	0.05163449	-0.03439217	-0.037511725	0.00373688	0.059218153	-0.17632274	0.08975916	-0.096814625	-0.014460614	-0.017881952	-0.10588441	-0.116681084
-0.049922407	-0.032734107	-0.20236373	0.14368248	0.087228306	0.014485383	0.016909156	-0.027259273	0.039011326	-0.12669463	0.078474104	0.07016877	0.0041342536	0.019576203	-0.0952177	-0.022479482
0.059973698	0.008974259	-0.07709827	0.0862159	0.017197432	0.075990364	-0.014872317	-0.07171888	-0.0086608045	-0.1538629	0.06232326	0.05226964	-0.014625409	-0.10214291	-0.05344352	-0.10216303
-0.05013842	-0.077385284	-0.10957932	0.04350314	-0.037596624	0.007385035	0.008881886	-0.038149584	-0.06572914	-0.10260706	0.10847855	-0.07982802	0.004847946	-0.023059212	-0.07025201	-0.07026629
-0.012213585	-0.08001205	-0.045107324	0.20558172	0.02374947	-0.0038410819	-0.060233768	-0.07958385	-0.002921656	-0.075213656	0.06697419	0.025820581	-0.040644545	-0.04841964	-0.041226003	0.011121154
-0.062144008	0.0023000378	-0.1083839	0.15962486	0.08128569	-0.05524301	-0.045158457	0.011917141	0.0019363938	-0.057262577	0.05582289	0.04249441	0.045983765	-0.032784887	-0.062292572	-0.08629337
-0.09923121	0.05757513	-0.1134298	0.04128665	0.026667284	0.063460715	-0.05672119	-0.0060917377	0.079346284	-0.102681585	0.049032774	0.03484282	0.00042411516	-0.006851955	0.012412428	0.03549212
0.043210816	-8.0051366e-05	-0.15160786	0.028011309	0.083621696	-0.063333414	0.012437824	0.0051873713	-0.00647287	-0.027470311	0.04042981	0.030800201	-0.011690534	0.05050237	-0.074383825	-0.027936704
-0.070904024	-0.017770955	-0.21525335	0.14080691	-0.049019787	0.009943908	-0.007763381	-0.0910229	0.0474744	-0.068829075	0.023653472	0.054484885	0.041862104	-0.050872803	0.026163252	-0.008014995
0.01634397	0.0014173924	-0.083280794	0.1234573	-0.007899017	-0.044491567	0.009620192	0.00977401	0.019609869	-0.061307367	0.03792762	0.027459573	0.003943664	-0.06592541	-0.015855266	-0.092057
-0.07689867	-0.026595745	-0.07075461	0.15825553	0.012574543	-0.044507768	0.02259271	-0.017863132	0.026337544	-0.08534172	0.05163523	0.057391815	0.013674358	-0.06377988	-0.05326009	0.039473202
-0.07635202	-0.014696533	-0.10998183	0.11030097	0.06498829	-0.0131279435	-0.016602978	-0.017928444	-0.0102102375	-0.02511458	-0.016213119	0.03349883	-0.03659184	-0.104352914	-0.14332838	-0.072363675
-0.031103332	-0.073425785	-0.11068357	0.123909965	0.028084282	0.07531798	-0.024737738	-0.03466329	0.029105846	-0.16895615	0.020442236	0.120837204	-0.051388405	-0.044086915	-0.026823154	-0.071716264
0.059505012	0.029388273	-0.05726539	0.16640323	-0.015616118	0.006897837	-0.032411985	-0.02620056	-0.06333701	0.045341842	0.047320567	-0.0060546035	-0.024811557	-0.032207005	-0.16137561	-0.04038822
-0.045222484	0.025459776	-0.1255149	0.11550509	0.07344996	-0.03980547	-0.036340825	0.065653846	0.004011724	-0.001245033	0.005477673	0.018021192	-0.03884832	-0.07122031	-0.03248454	-0.08164715
